LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
UTAO74SH6P,35,17621,138840,602,86,4,3.11,36,0.42,High School,Unemployed,Single,Yes,No,Auto,No,0
M0NA0E7TGQ,38,104577,14425,403,85,2,12.99,36,0.64,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,0
5V6SW66TEH,56,44980,41242,582,78,1,24.94,12,0.87,PhD,Full-time,Divorced,Yes,Yes,Other,No,0
6XIRDC69BS,46,76477,222740,734,87,4,22.8,60,0.86,High School,Full-time,Single,Yes,Yes,Business,Yes,0
YUXTK00MB2,42,116013,174875,624,84,2,2.34,48,0.63,Master's,Part-time,Single,No,No,Auto,No,0
F9I37NP33C,66,101572,161733,387,93,2,3.49,48,0.19,PhD,Self-employed,Married,Yes,Yes,Education,No,0
HSGM04R8EZ,22,109433,91502,667,113,2,6.98,60,0.2,High School,Unemployed,Single,No,No,Other,Yes,0
036VM1KF7J,18,17634,141181,332,44,2,22.48,60,0.47,High School,Self-employed,Married,No,No,Education,Yes,1
JUZD75VJZN,55,69433,129620,680,94,3,20.06,12,0.64,High School,Self-employed,Divorced,No,Yes,Auto,No,0
YGUO0OOZEN,61,72111,162188,623,23,4,20.16,12,0.52,Master's,Full-time,Divorced,Yes,No,Other,No,0
3IVHP4R6ST,61,128458,117378,671,24,2,9.78,12,0.28,Master's,Self-employed,Married,No,No,Education,No,0
LGLCCXVLF3,47,37446,40568,759,62,2,3.28,36,0.3,Master's,Part-time,Divorced,No,No,Home,No,0
J28F2QY2BE,56,148176,193849,774,76,1,16.31,48,0.69,PhD,Self-employed,Married,Yes,No,Education,Yes,0
BAJW5YNSHW,41,148696,194976,822,87,4,14.78,24,0.65,Bachelor's,Part-time,Single,Yes,No,Other,No,0
R3I1MDU24I,47,33022,120998,778,101,4,23.64,12,0.21,Bachelor's,Part-time,Married,Yes,No,Business,No,0
KW4YW6FUH6,37,131173,110262,705,92,1,20.98,24,0.46,Master's,Unemployed,Single,No,Yes,Home,No,0
1NWOD1NSDE,43,123297,76056,796,55,1,20.54,36,0.64,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,0
PC6S6DAGR9,40,61281,245112,724,84,3,5.9,60,0.86,Master's,Full-time,Married,No,No,Home,Yes,0
9G8ESEBTB4,25,33172,155793,601,84,2,9.75,48,0.24,High School,Self-employed,Single,Yes,No,Other,Yes,0
AQZGIZYUNR,19,35857,98323,612,14,4,16.39,48,0.86,Master's,Self-employed,Married,No,No,Business,No,1
RV043G82KT,61,24799,6835,564,106,2,3.77,60,0.5,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
PBXK6VL4I2,43,49443,25202,403,31,2,6.8,60,0.73,PhD,Self-employed,Divorced,No,Yes,Other,No,0
LO9FFLN24O,58,144618,152986,827,115,2,21.25,60,0.44,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
NWZOQ0N8CY,69,27945,159176,533,69,1,4.91,24,0.78,Master's,Part-time,Married,Yes,No,Education,Yes,0
GIW0TUXXWT,23,95305,215094,471,95,2,19.37,24,0.36,Master's,Self-employed,Single,No,No,Auto,Yes,1
FXHQXT0EJ8,37,46061,180229,747,78,4,16.69,48,0.63,Master's,Part-time,Married,No,Yes,Business,Yes,0
VF1O2HUKIV,67,37856,213042,594,111,1,23.85,48,0.37,Master's,Full-time,Divorced,No,Yes,Other,Yes,0
HWXWJRKEF5,50,119814,210619,590,107,4,17.29,48,0.9,Master's,Unemployed,Married,No,No,Business,Yes,0
SWE3NFZNTV,25,49016,146427,516,72,4,17.19,48,0.21,PhD,Self-employed,Divorced,Yes,No,Home,No,0
0914WKVIC0,31,24909,196618,504,30,2,14.23,12,0.4,PhD,Part-time,Married,Yes,Yes,Other,No,0
JVM5X4Y6N3,61,20901,221793,578,81,2,22.81,24,0.88,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
XHSUW3GESD,39,83667,196590,443,8,3,5.72,48,0.68,High School,Unemployed,Married,No,No,Other,No,0
ADTRM0D0ND,33,122927,115417,607,50,4,21.15,60,0.31,Master's,Self-employed,Divorced,Yes,No,Education,Yes,0
WNX1IDQGS1,26,83102,178298,304,5,1,10.23,48,0.3,High School,Part-time,Divorced,No,No,Auto,Yes,1
H99MJYDG8G,40,47208,124920,637,105,1,14.59,12,0.21,High School,Self-employed,Married,Yes,Yes,Auto,Yes,0
NTM1DF50U5,31,62562,31847,573,88,3,21.93,36,0.48,High School,Part-time,Divorced,No,No,Auto,No,1
9FMQSHBCML,21,64439,220144,711,18,1,19.74,60,0.58,PhD,Full-time,Single,Yes,No,Business,No,0
PK9QQFRDPV,35,29961,175992,654,86,4,4.64,12,0.35,PhD,Part-time,Divorced,Yes,Yes,Other,No,0
PRJ4EGNR4K,45,82213,85370,670,111,3,24.5,48,0.65,High School,Self-employed,Married,No,No,Home,No,0
UXFESG4H26,67,41016,127036,337,37,3,23.48,60,0.86,Bachelor's,Part-time,Divorced,No,Yes,Other,No,0
P34JULPJDB,56,92616,97503,665,84,4,10.03,48,0.41,Bachelor's,Unemployed,Married,No,No,Home,No,0
2H8Y2JEMFT,48,61840,68249,317,68,1,19.04,24,0.67,PhD,Part-time,Married,No,No,Education,Yes,1
3I68Z222RH,44,85563,44164,659,79,4,15.92,60,0.71,High School,Full-time,Divorced,Yes,No,Business,Yes,0
FVTZJPULEF,42,92129,219857,334,10,4,4.07,36,0.2,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
KKHVND6RR2,24,74281,181022,589,2,3,3.97,60,0.28,High School,Self-employed,Single,No,No,Education,No,0
HJ4XOCQX1C,50,101393,55269,780,26,2,14.6,60,0.45,PhD,Full-time,Married,No,No,Other,No,0
484QP3LUK3,51,106613,225184,819,78,3,22.34,60,0.73,High School,Unemployed,Married,Yes,No,Education,Yes,1
OSLDA19A5E,54,61738,238006,311,71,1,5.15,36,0.69,PhD,Unemployed,Single,Yes,No,Education,No,0
87VO6CULFM,36,32527,167406,532,77,2,4.87,24,0.11,High School,Part-time,Single,No,No,Other,Yes,1
YAE6UU3TZK,47,123478,10790,666,52,1,8.35,12,0.81,PhD,Part-time,Single,Yes,Yes,Auto,No,0
AKFSL2TVYN,54,122121,80227,402,102,1,14.52,24,0.45,Master's,Part-time,Married,No,No,Auto,Yes,0
0W0XHGGXK2,56,141321,227320,809,88,3,6.22,48,0.45,PhD,Unemployed,Married,No,No,Home,No,0
Y96B2DZN8T,51,132800,46707,649,54,4,24.32,60,0.17,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,0
ELSXRMJ1R3,39,87891,208130,655,63,2,11.52,36,0.63,PhD,Self-employed,Divorced,No,No,Auto,No,0
LB91JRZQY0,33,44425,49283,337,7,2,14.27,48,0.67,High School,Unemployed,Married,No,Yes,Home,No,0
JW3IE67O79,21,128481,121805,304,59,3,14.09,24,0.69,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
EEKZGV1LNZ,55,51463,122297,314,43,2,6.95,48,0.83,High School,Unemployed,Divorced,No,No,Business,No,0
YV208BD8QW,66,64265,11704,742,55,3,17.82,48,0.2,Master's,Part-time,Married,Yes,No,Other,Yes,0
U7E473602G,37,65016,218633,593,8,3,12.02,12,0.73,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
XMKJZ8ICOZ,64,72914,125418,471,29,1,11.95,24,0.56,High School,Full-time,Divorced,Yes,Yes,Home,No,0
18Z73UQAJD,51,86412,44311,602,20,2,16.64,48,0.52,PhD,Self-employed,Married,No,No,Business,No,0
F6EXTUH12B,28,72675,84714,684,108,2,13.5,60,0.58,High School,Full-time,Married,Yes,Yes,Business,Yes,0
8C99NOJIVP,51,65086,208587,602,56,3,9.55,12,0.86,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0
3Z91E0DHG8,68,99876,168791,616,20,3,18.07,60,0.86,High School,Full-time,Single,No,No,Other,No,0
R0UZ6CLBU7,32,51439,126151,343,40,3,4.34,24,0.69,High School,Self-employed,Single,No,No,Education,Yes,0
DHEJIYGCL5,64,36379,95221,430,105,3,24.55,36,0.16,Master's,Full-time,Single,Yes,No,Business,No,0
RRR5JYCDW9,48,110522,16309,681,64,3,17.89,12,0.55,High School,Part-time,Single,No,Yes,Home,No,0
DY7QZ3THK0,69,83210,232139,476,39,4,8.12,24,0.56,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
6G32ZM3UZE,35,53912,201338,508,0,1,16.68,24,0.12,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,0
Y5QFVCOILQ,57,148112,11202,535,55,4,10.84,36,0.85,PhD,Full-time,Single,No,No,Other,Yes,0
JAMB2LORA5,58,128669,60452,726,69,2,4.13,24,0.57,PhD,Full-time,Married,Yes,Yes,Auto,No,0
60ZK8GZFCR,57,66067,211255,606,28,4,17.37,36,0.5,PhD,Full-time,Single,Yes,Yes,Business,No,0
C2ESZ7HVNX,53,91251,153999,724,9,4,23.04,12,0.35,High School,Full-time,Single,Yes,No,Other,No,0
NBXK6R6A92,62,128319,104315,415,105,1,5.21,12,0.3,Bachelor's,Full-time,Single,No,No,Home,Yes,0
MM6V9YJ8NH,65,108338,74553,360,64,1,15.82,12,0.64,High School,Full-time,Divorced,No,No,Other,No,0
0SFBBGURO9,44,36407,169243,560,116,4,4.66,36,0.65,Master's,Self-employed,Single,Yes,Yes,Education,Yes,0
EUVFUL2RO7,27,25935,188770,660,105,1,22.7,48,0.88,Master's,Full-time,Divorced,No,No,Home,No,0
XWUA1A21TM,49,27546,108468,540,88,3,19.52,24,0.82,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
2634RKLN5K,68,145522,40221,531,63,2,14.15,24,0.84,PhD,Self-employed,Married,Yes,No,Education,Yes,0
BDPCOGJ96Q,69,21429,227531,825,1,4,16.2,12,0.21,High School,Unemployed,Single,Yes,Yes,Education,Yes,0
9IK1RLXS1V,51,20481,231862,674,57,3,12.5,12,0.53,High School,Unemployed,Single,No,Yes,Business,No,0
DHEUMY39SK,65,99497,145268,713,84,4,8.65,36,0.7,Bachelor's,Unemployed,Divorced,Yes,No,Business,Yes,0
7J6YGKZCII,58,37874,192626,499,60,2,23.4,36,0.31,High School,Unemployed,Divorced,Yes,No,Other,Yes,0
L7G4PA0YDE,39,97758,246388,453,8,1,15.93,60,0.67,Master's,Unemployed,Single,Yes,No,Business,No,0
ZYLEHXMD5X,44,110858,132372,677,112,2,21.95,24,0.65,Bachelor's,Self-employed,Single,No,No,Business,No,0
DKVDN5EL1L,29,120340,184257,509,4,4,2.45,60,0.41,High School,Full-time,Married,No,No,Education,No,0
BMVMKP0UWR,35,114130,106850,348,28,2,20.09,48,0.47,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
CIP5R3B7W2,39,71805,225569,803,45,2,18.9,60,0.69,Master's,Self-employed,Divorced,No,No,Auto,Yes,0
X5HE48LM1J,57,109411,162581,819,70,4,11.63,36,0.6,PhD,Unemployed,Married,No,No,Business,No,0
GHUZZYCMMH,31,19510,21752,356,2,4,15.03,12,0.67,Bachelor's,Self-employed,Single,Yes,Yes,Other,Yes,0
4GVVLKMFA2,45,93307,236721,585,89,4,19.73,60,0.32,Master's,Self-employed,Married,Yes,No,Business,Yes,0
W3E66POIVW,60,113568,83366,620,25,2,2.48,48,0.77,High School,Self-employed,Single,Yes,Yes,Home,Yes,0
UGWGM311FR,30,32841,28807,849,74,3,2.2,36,0.8,High School,Full-time,Single,Yes,No,Education,Yes,0
P9GY8VXS83,54,45256,123520,448,27,4,2.44,12,0.13,PhD,Unemployed,Single,No,No,Business,Yes,0
TRU3P7B9A3,58,79661,104552,322,28,4,8.01,48,0.13,Master's,Part-time,Single,No,Yes,Business,No,0
6MQTA4T9K7,30,76011,245004,712,41,3,19.81,60,0.42,PhD,Self-employed,Single,No,Yes,Home,Yes,0
O2J3W6NB9J,47,63939,105077,599,89,2,20.43,60,0.69,High School,Part-time,Married,No,Yes,Business,Yes,0
JHUE5HV0JS,19,116777,69619,848,14,1,16.07,12,0.82,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
ZRPGD13JTQ,61,99427,121475,741,98,2,18.32,60,0.87,PhD,Part-time,Divorced,No,Yes,Business,Yes,0
RE8AUZL5M4,38,77512,210746,389,107,2,16.55,48,0.22,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
PYZ7I4DSBU,44,46451,249297,630,19,2,21.59,12,0.46,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,0
PM2QMC6PFX,46,124260,160764,715,57,3,18.59,48,0.54,PhD,Unemployed,Married,Yes,No,Home,Yes,0
QYW8H6UV75,45,88364,214001,814,22,4,11.11,60,0.28,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0
G33LYYS5YG,59,32651,45334,320,111,1,6.68,60,0.68,PhD,Unemployed,Married,No,Yes,Business,Yes,0
S5EN4SSZZM,34,145204,238423,832,94,3,10.21,36,0.45,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
OHBXVTL3FH,32,17884,243532,567,33,3,22.19,12,0.77,PhD,Full-time,Divorced,No,Yes,Business,No,0
PB1KZ24SC9,24,111952,150093,590,52,4,24.6,12,0.67,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0
5WXWYEPGC7,26,65311,47365,513,30,4,14.82,24,0.65,PhD,Full-time,Single,No,No,Other,Yes,0
ETLJ5KF7WF,66,113397,80234,391,95,1,7.27,12,0.9,High School,Self-employed,Single,No,No,Business,No,0
JFHQ80J2YH,20,20483,122213,425,28,3,16.55,24,0.87,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,1
2G3JFBXMHW,49,36113,62667,568,15,2,3.9,12,0.25,PhD,Part-time,Divorced,No,Yes,Auto,Yes,0
I6LU3LOG3A,23,48966,245844,657,78,4,6.76,36,0.48,Bachelor's,Part-time,Married,No,No,Auto,Yes,0
H7CEYY3CEM,29,111794,120699,780,17,3,23.38,48,0.85,PhD,Unemployed,Single,No,Yes,Other,Yes,1
ML70HD1DN3,62,34045,117384,355,105,1,18.89,36,0.77,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,0
1RY47H92AY,24,18736,82148,690,50,1,23.65,36,0.89,PhD,Unemployed,Married,No,Yes,Home,No,0
6I6DORUUBH,31,71764,47556,515,107,2,2.93,36,0.12,High School,Full-time,Divorced,No,Yes,Business,Yes,0
1Z3FCLMKMP,56,39835,229237,415,27,1,16.64,36,0.54,Master's,Full-time,Divorced,Yes,No,Auto,No,0
UP1NP39QD9,20,107945,37533,804,31,4,24.92,48,0.31,High School,Part-time,Single,Yes,Yes,Home,No,1
99W1TT84WZ,61,96396,169996,371,0,2,5.78,48,0.71,PhD,Unemployed,Divorced,No,Yes,Business,No,0
K59GPYIMSB,47,56452,10054,793,85,4,14.92,24,0.83,Master's,Unemployed,Single,Yes,Yes,Education,No,0
Q49Y1OFIHP,62,87346,37409,356,73,3,11.93,24,0.8,Bachelor's,Full-time,Divorced,No,Yes,Other,No,0
G13WA19U27,66,29425,88290,847,3,4,2.73,60,0.47,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0
UO5D5W4WHU,22,74170,180133,443,107,2,14.75,48,0.62,Master's,Unemployed,Married,Yes,No,Home,Yes,1
TX27XBX5CQ,43,67238,10570,745,96,4,22.79,36,0.87,PhD,Self-employed,Divorced,Yes,Yes,Other,No,0
5URT79JIGY,33,99194,229062,698,14,4,8.3,48,0.32,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,0
GESCTNZETQ,30,129260,169935,773,66,4,19.78,48,0.64,PhD,Part-time,Single,No,No,Other,Yes,0
M3LHRMZBE5,25,80683,245289,384,53,3,24.7,48,0.45,PhD,Full-time,Married,Yes,No,Other,Yes,1
0E20V3JZX7,62,103583,199484,454,119,3,3.37,48,0.34,Master's,Unemployed,Single,Yes,No,Auto,No,0
48S8FFUJT9,34,31135,5977,813,4,4,24.03,60,0.31,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
3VCS4VER7P,68,26481,154068,611,96,3,7.3,12,0.76,High School,Full-time,Married,No,No,Business,No,0
U2YWH5FBSS,61,55832,81884,722,91,1,24.01,48,0.58,Master's,Self-employed,Divorced,No,Yes,Other,No,0
C8R8O2GU07,43,148599,46787,756,46,2,18.85,48,0.65,High School,Unemployed,Single,No,Yes,Education,No,0
P23G0LCDGP,60,136058,236435,468,63,3,5.27,24,0.53,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
65XIR2OUWY,68,17703,150151,476,30,1,21.62,60,0.67,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,1
GLHEVVYS7V,65,88641,35248,659,97,3,11.65,24,0.15,High School,Part-time,Divorced,Yes,Yes,Other,Yes,0
VVZNMZHHO2,66,118664,69812,586,73,1,13.71,24,0.13,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
DS54DZTVUT,69,56600,191302,611,70,1,19.19,60,0.16,PhD,Part-time,Divorced,Yes,No,Auto,No,0
X1I1BLA5ZH,61,25049,210105,300,86,1,4.69,60,0.13,Master's,Unemployed,Single,Yes,Yes,Home,Yes,0
7EVMK4YAPJ,47,23783,139180,624,43,1,22.54,36,0.63,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,0
D4YJP8D5GE,34,86604,88383,574,92,2,19.36,48,0.72,PhD,Unemployed,Single,No,Yes,Education,No,0
BWTFW165U0,68,24995,124712,612,117,1,24.46,24,0.23,PhD,Self-employed,Married,No,Yes,Other,Yes,0
LX92M9GEOC,21,65401,213516,456,49,4,9.59,24,0.73,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,No,0
LCIKQ9LCF9,27,129652,99248,339,86,1,6.43,12,0.45,PhD,Full-time,Divorced,Yes,Yes,Auto,No,0
V4FWV66SRB,68,89761,81003,719,50,3,20.41,36,0.31,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,0
KEBYPWZU73,18,57991,224015,309,116,3,18.64,24,0.56,High School,Unemployed,Single,Yes,No,Education,Yes,0
8R21OPFIPQ,41,31061,166028,600,54,2,12.39,24,0.53,Master's,Unemployed,Divorced,Yes,No,Other,No,1
4OL03FN1C4,32,28558,232636,556,49,2,22.9,36,0.78,Master's,Part-time,Single,Yes,Yes,Education,Yes,1
KWGRN58UNM,30,69123,193910,318,5,3,8.72,36,0.66,High School,Full-time,Divorced,Yes,No,Home,No,0
W6HCAOLDM8,41,44612,60343,663,58,3,3.34,36,0.14,PhD,Unemployed,Married,Yes,No,Business,No,0
WD67V4NDPX,50,20093,207244,846,101,4,9.38,12,0.68,Master's,Unemployed,Single,Yes,No,Auto,No,0
QDK2J1HC4R,61,137962,69558,819,63,1,6.14,12,0.59,Master's,Full-time,Single,Yes,Yes,Business,Yes,0
O3KOHB7P27,44,133438,93047,683,67,2,11.79,60,0.56,High School,Full-time,Divorced,No,No,Education,Yes,0
WLVHGWNGG3,64,143674,245284,323,109,2,23.16,36,0.2,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0
KEU5LHJOVU,35,112435,129515,340,21,4,17.32,48,0.84,Master's,Unemployed,Divorced,Yes,No,Other,No,1
88LEN4ZV7V,55,120437,102156,332,69,4,17.24,24,0.16,Bachelor's,Full-time,Single,No,No,Other,Yes,0
WSBKHGX6V5,18,74687,62740,650,77,1,13.77,36,0.11,High School,Full-time,Single,Yes,Yes,Other,Yes,0
LMDX2SRUE7,28,76524,18303,465,21,3,23.56,48,0.21,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,0
4UBLYHUD9Q,45,70931,243929,747,49,2,19.53,60,0.87,Master's,Unemployed,Married,Yes,No,Home,Yes,0
6QP5J0JZZ1,60,99374,190282,747,48,3,21.98,60,0.11,PhD,Unemployed,Divorced,No,Yes,Other,No,0
B18OK0YUZA,69,110347,212572,565,26,1,4.54,48,0.64,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
OPF94C5WW9,21,124662,233509,606,0,4,18.74,24,0.34,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
4CSQKX69U7,37,30697,158701,424,88,1,18.22,36,0.15,PhD,Full-time,Married,Yes,No,Business,No,0
NX97P5D2BR,45,94442,66044,774,26,4,11.3,36,0.56,Master's,Unemployed,Married,Yes,No,Business,Yes,0
GIGCYX9W4K,25,83986,235277,701,79,1,15.07,12,0.18,High School,Full-time,Married,Yes,Yes,Business,Yes,0
7SJCJU2TBK,39,54424,220215,728,72,4,13.43,60,0.76,High School,Part-time,Single,No,No,Education,Yes,0
EPECAVXKA1,35,74960,197858,331,91,1,19.67,12,0.11,High School,Full-time,Single,Yes,No,Auto,Yes,0
665A4L7TRY,48,87466,149733,825,105,3,13.23,48,0.82,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,1
DG0FHDK178,34,99949,63933,683,25,3,9.63,36,0.67,Master's,Full-time,Married,No,No,Business,Yes,0
86XEPEGALS,65,37764,204388,416,41,2,8.2,12,0.51,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
0BXY4YNHV7,43,129946,241232,786,116,2,14.08,12,0.86,High School,Self-employed,Single,Yes,Yes,Education,No,0
A7BKP1C1P1,63,67399,113469,789,92,2,13.22,24,0.22,PhD,Unemployed,Married,No,No,Education,No,0
RTA8C0CM1B,43,28356,34379,561,117,2,20.18,36,0.4,High School,Unemployed,Single,Yes,Yes,Business,No,0
59VFH27Z02,30,77337,39601,733,3,4,20.54,60,0.57,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
HHT0INCHF5,60,74927,109354,380,38,3,16.37,24,0.8,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,0
B64HLCOJZ0,29,26938,237665,752,2,4,15.63,12,0.69,PhD,Self-employed,Single,Yes,No,Business,No,0
H7383RB81B,20,130666,202762,658,59,2,13.47,12,0.76,Bachelor's,Part-time,Married,No,No,Other,No,0
7L9OL37MC4,30,18224,185198,713,34,3,10.24,60,0.89,High School,Part-time,Married,Yes,No,Business,Yes,0
WRMXT7ULB4,45,56829,164667,561,37,2,15.84,60,0.59,High School,Unemployed,Single,Yes,Yes,Business,Yes,0
T4KW7ILFPQ,29,105714,43626,612,100,1,2.33,48,0.52,High School,Self-employed,Married,Yes,Yes,Home,Yes,0
O3EKF0PIW8,43,48267,132169,315,92,1,19.78,12,0.23,Master's,Unemployed,Divorced,Yes,Yes,Business,No,0
FKF5R2H28O,69,51337,216292,707,100,4,17.89,24,0.25,Bachelor's,Part-time,Single,No,No,Auto,No,0
8GEJWSK30P,51,78539,12677,711,76,2,23.85,12,0.4,Master's,Part-time,Divorced,No,Yes,Home,No,0
MJLB0U4L7E,63,35458,174882,721,54,3,19.81,48,0.67,High School,Full-time,Single,Yes,Yes,Home,Yes,0
K83PCBD5HV,22,99819,103789,446,31,3,24.4,48,0.39,PhD,Part-time,Single,No,Yes,Auto,No,0
27BXR624KN,33,105632,69342,688,95,4,10.51,60,0.3,Master's,Full-time,Single,Yes,No,Business,No,0
BL2K9PB6HL,30,71508,230192,751,35,2,22.31,48,0.81,PhD,Full-time,Divorced,No,Yes,Home,No,0
ZU0AEFPAI7,19,130162,226600,816,108,2,2.62,48,0.52,Master's,Full-time,Single,Yes,Yes,Other,No,0
XA77YQ4AN3,45,95581,235276,485,16,1,13.84,12,0.36,Master's,Self-employed,Married,No,No,Home,No,0
CH2WC4QWZ3,62,119419,240127,827,0,3,5.18,60,0.49,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0
N5ZZFXK6VG,48,136301,39934,827,12,1,2.23,24,0.17,Master's,Self-employed,Married,Yes,No,Other,No,0
9QH360KZGM,26,133323,79025,465,43,3,16.25,60,0.73,Bachelor's,Full-time,Married,No,No,Other,No,0
7YBUVP7JAB,67,121422,176187,519,92,4,22.48,36,0.21,Bachelor's,Part-time,Single,Yes,No,Business,No,0
4YA0MA79JE,46,38452,158640,786,94,4,7.17,24,0.52,Bachelor's,Full-time,Divorced,No,No,Education,No,1
61EAKW8UDL,59,119722,90654,714,6,1,18.59,24,0.52,Bachelor's,Part-time,Single,Yes,Yes,Business,No,0
ZC5ONE2YBQ,69,55899,171487,508,64,1,13.34,24,0.72,Master's,Self-employed,Married,No,Yes,Other,Yes,0
TD4NI5Y3D3,19,145391,137177,676,47,2,2.12,24,0.29,High School,Full-time,Divorced,No,No,Business,Yes,0
SMT2F4JHTH,41,68283,73038,382,97,2,20.72,12,0.56,Master's,Self-employed,Married,No,No,Other,No,0
TKQPIJRNDZ,67,25735,195280,696,111,2,10.14,24,0.25,High School,Unemployed,Single,No,No,Other,Yes,0
TRYT5MYDJH,19,83239,78652,552,105,1,21.4,60,0.76,High School,Self-employed,Married,Yes,No,Home,No,0
XYXZLCA09K,55,136709,139456,430,29,3,12.44,24,0.74,High School,Part-time,Married,Yes,No,Other,Yes,0
5OEPR2IMQX,67,123794,176946,777,114,2,16.89,12,0.58,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,0
ISHY3BUPLB,56,143459,56240,603,19,2,13.24,24,0.82,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
TIOCL8HXPG,19,114135,43903,534,2,2,21.14,24,0.86,High School,Self-employed,Married,Yes,No,Other,No,0
8KG6Q65Z4M,34,118316,22619,623,74,4,8.25,60,0.17,High School,Self-employed,Single,No,No,Business,Yes,0
5X5V6T4PI1,49,102505,50374,564,113,1,16.55,24,0.29,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0
VV59XJALNZ,42,31651,18861,478,27,4,22.71,24,0.4,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,0
NAC7LMRP74,21,143428,33916,613,32,2,8.99,48,0.62,Master's,Part-time,Divorced,Yes,Yes,Home,No,0
SY8ZY238FO,47,61890,226619,451,102,4,9.18,12,0.67,Bachelor's,Part-time,Married,No,Yes,Home,No,0
JFW5SNEJBC,58,39486,160880,393,35,2,7.7,60,0.86,PhD,Full-time,Married,No,No,Business,No,0
TE6C95PTFK,38,113865,139817,718,92,2,20.88,48,0.21,Bachelor's,Self-employed,Married,Yes,No,Business,Yes,0
TOGC5PRYQQ,25,35736,113779,683,27,1,19.45,12,0.71,Master's,Self-employed,Married,No,Yes,Home,Yes,0
NXGGOAKHAX,51,121429,184160,567,109,2,6.01,24,0.86,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
SQ6GCYOA8U,19,15468,9441,494,57,4,6.33,12,0.28,High School,Full-time,Married,No,No,Business,Yes,0
XC71F4ZKBZ,39,133342,114999,754,98,1,18.44,24,0.65,Master's,Part-time,Divorced,No,No,Business,Yes,0
SOI46OTPME,35,72130,141610,783,78,3,8.47,36,0.3,High School,Full-time,Divorced,Yes,Yes,Business,Yes,0
PSJ2V9630I,41,62487,32705,779,89,2,11.1,48,0.31,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
0MIZ6DWSHG,67,120773,202512,450,73,2,17.38,12,0.51,PhD,Part-time,Single,Yes,No,Business,No,0
9ODH0WKYOU,41,35005,148766,677,39,4,24.84,60,0.23,PhD,Part-time,Married,Yes,No,Education,No,0
TK5FFN1U6T,62,139536,181948,750,48,4,4.91,48,0.64,PhD,Full-time,Single,No,Yes,Education,Yes,0
YLOZAY5PXN,56,34547,54157,664,56,2,21.7,60,0.78,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
73VS53BS4J,22,88059,83050,502,116,1,7.02,36,0.77,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
THMHEZHG1J,58,62828,58331,736,104,1,20.52,60,0.41,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
